closest_distance_km,relative_velocity_km_s,altitude_difference_km,time_to_closest_sec,priority_difference,collision_risk
14.193,9.167,2.379,998,0,0
9.33,10.543,15.178,816,1,0
11.744,6.443,12.837,1933,6,0
15.458,6.618,15.455,949,2,1
8.011,11.074,7.864,270,0,1
7.548,8.775,4.978,595,4,0
14.678,7.049,11.854,1974,0,0
12.613,8.603,12.05,1927,0,0
8.119,7.303,19.609,1337,3,0
11.949,8.484,0.249,958,0,0
6.252,6.936,4.888,2829,2,0
3.3,9.056,27.266,1166,4,0
15.6,8.001,11.671,1749,3,0
11.07,7.815,10.367,2706,1,0
12.84,7.705,20.423,1188,1,0
9.911,10.094,6.735,2353,1,0
2.464,7.338,36.618,599,0,0
14.815,13.592,8.01,1430,1,0
16.622,5.308,4.754,450,1,0
3.094,9.069,7.37,1474,1,0
8.02,4.152,14.312,2567,2,1
8.974,8.973,5.698,1224,1,0
11.473,9.748,7.807,2554,3,0
11.703,5.904,9.763,1075,1,0
4.343,9.514,39.344,1890,1,1
9.257,7.746,6.88,943,2,0
6.702,10.639,37.421,3079,3,0
2.122,8.014,6.687,320,6,1
5.406,7.435,29.37,2276,0,0
11.683,6.381,34.569,1105,2,0
7.005,2.646,23.782,1286,4,0
18.561,8.09,14.981,2685,2,0
3.064,12.076,37.364,2461,1,0
8.73,6.19,17.083,1070,0,0
9.829,5.598,16.038,2825,2,0
7.682,5.029,16.15,1163,7,0
8.919,6.876,4.008,2048,2,0
11.138,11.035,6.832,1280,0,0
13.118,2.674,30.534,1511,0,0
10.485,6.061,24.744,212,0,0
14.34,6.958,21.66,1317,1,0
10.062,2.312,51.051,3131,1,0
13.126,5.518,3.292,878,3,0
19.127,4.082,2.969,447,7,1
1.942,7.021,39.898,788,0,0
5.234,7.945,51.592,845,5,0
4.637,5.7,17.672,2436,4,0
3.571,9.986,19.217,1732,1,0
10.921,6.809,20.863,2034,0,0
16.029,8.568,8.196,2340,0,0
13.285,4.94,33.64,1427,4,0
11.722,6.372,25.092,1713,0,0
3.002,9.26,22.066,2397,2,1
17.176,5.722,21.336,1616,9,0
15.085,9.115,5.573,2316,2,0
9.009,8.751,10.701,737,1,1
7.212,7.622,13.081,2878,0,0
14.006,10.154,6.493,2437,0,0
14.513,4.63,21.017,2073,2,0
1.304,11.092,32.045,1446,0,1
11.276,7.664,17.503,1283,5,0
4.128,6.573,1.554,2103,1,1
13.225,3.836,2.017,419,0,0
15.65,7.888,12.062,2262,4,0
14.681,10.835,25.499,2909,4,0
11.301,9.245,17.437,1187,6,0
11.684,3.344,24.24,1303,1,1
17.791,5.794,18.581,1563,2,0
6.392,7.871,3.079,2490,1,0
14.922,8.613,28.035,1022,0,0
4.205,8.798,25.684,695,0,0
13.729,5.175,9.164,861,1,0
18.545,8.222,5.722,1594,1,0
11.701,9.959,31.268,611,0,0
8.639,7.64,1.647,1148,1,0
11.344,5.272,20.585,2109,3,0
11.499,7.663,29.974,1260,9,0
11.626,4.652,28.839,998,5,0
10.692,8.863,23.198,1464,3,0
10.777,12.24,11.939,1232,2,0
3.583,9.331,18.38,793,0,0
10.792,5.636,27.592,1891,0,0
10.135,8.759,37.899,1997,4,0
14.062,9.356,6.591,2760,0,0
4.089,9.872,5.962,3078,6,1
11.37,6.842,42.431,1049,0,0
4.477,6.157,5.255,1168,0,0
12.228,6.402,42.872,662,2,0
13.234,10.295,55.724,2734,1,0
11.825,6.706,6.927,1325,3,0
8.609,5.2,34.376,1576,0,0
12.932,7.682,34.503,2495,1,0
10.382,4.203,40.09,1272,5,0
8.477,7.533,5.206,1870,2,0
11.481,8.72,3.984,1785,1,0
10.4,10.549,24.207,1546,1,0
18.169,8.618,34.042,1772,1,0
16.287,9.051,10.282,2089,1,0
6.47,4.938,17.597,1217,2,0
7.981,9.614,27.049,1975,2,0
7.455,5.989,20.522,1965,0,0
7.421,7.549,8.886,2116,3,0
8.907,9.137,51.222,958,2,0
17.441,8.954,0.432,1872,4,1
9.435,3.151,20.605,1505,1,0
12.547,8.433,5.471,1050,10,0
8.188,5.53,4.244,1723,0,0
8.361,8.677,10.009,844,0,0
12.888,8.234,2.672,1662,2,0
5.325,10.987,0.146,752,2,0
8.809,10.131,21.994,1067,1,0
10.049,8.406,39.338,1276,2,0
8.349,9.221,36.185,1799,1,0
8.832,10.426,21.319,1133,0,0
9.483,7.913,14.99,1144,10,0
15.353,5.39,35.499,1869,3,0
3.787,9.928,34.125,1088,10,0
15.683,7.888,13.326,2093,0,0
13.143,9.787,27.0,2114,2,0
11.594,6.022,31.506,2579,0,0
3.72,3.925,19.744,1900,1,0
11.383,8.709,38.351,2835,0,0
11.594,6.388,12.683,639,2,0
5.808,7.849,8.229,1680,0,0
14.25,3.718,7.95,3439,0,0
12.308,9.607,25.169,1172,4,0
18.887,8.087,21.819,2467,1,0
18.59,3.906,14.415,1695,3,0
12.549,12.374,46.937,692,1,0
10.919,7.186,19.326,2186,0,0
16.363,8.192,17.119,1909,1,0
10.557,7.275,14.615,1429,5,0
14.711,8.08,7.539,2644,0,0
11.892,9.383,17.462,1474,1,0
9.015,10.34,7.957,2122,5,0
11.014,5.369,30.676,1941,5,0
15.581,5.702,52.322,2646,3,0
7.351,6.843,2.058,2082,2,0
8.54,8.071,6.798,2551,2,0
10.775,8.481,59.838,1563,3,0
16.949,6.241,21.322,1480,0,0
6.331,6.631,13.18,2574,4,0
17.04,7.693,19.126,1603,4,0
12.587,8.992,20.543,612,6,0
14.407,9.417,18.98,1656,8,0
8.762,8.575,18.374,827,2,0
12.271,7.52,15.788,1947,0,0
17.367,6.17,1.512,2224,1,0
8.14,6.365,8.737,479,4,0
15.42,6.76,32.739,1524,2,0
8.506,9.093,20.321,1129,1,0
15.439,10.628,16.323,975,0,0
11.856,7.481,32.783,974,0,0
11.035,8.037,2.933,2848,1,0
7.235,8.698,27.489,889,2,1
8.241,6.696,11.557,1444,3,0
12.868,1.676,44.344,852,0,1
6.412,5.515,18.444,1551,0,0
6.368,9.693,30.84,2719,1,0
7.696,8.237,6.703,2220,1,0
7.073,8.306,49.383,1706,0,0
8.971,8.935,6.91,2138,1,0
5.251,5.288,29.998,568,5,0
9.754,7.74,31.278,797,2,0
14.083,7.534,17.246,2709,4,0
12.475,7.426,16.295,2808,0,0
4.861,5.894,24.636,620,0,0
10.145,10.3,11.787,1283,2,0
17.567,3.302,46.029,2253,0,0
8.3,6.455,8.757,1153,0,0
7.157,7.58,22.286,2453,1,0
8.71,4.481,36.329,2104,2,0
3.642,11.993,14.803,1781,4,1
4.687,7.662,20.775,3095,5,0
13.216,5.059,42.087,1690,0,0
18.254,7.332,42.47,1521,0,0
8.258,8.648,6.208,904,0,0
13.854,9.75,40.739,1005,5,0
10.972,3.526,17.524,270,1,0
8.806,7.876,1.137,2026,1,0
18.445,6.406,9.373,995,6,0
8.789,7.8,38.846,837,7,0
11.833,10.592,32.255,1915,2,0
11.607,7.034,11.663,2746,7,0
2.617,6.963,35.315,548,6,0
9.596,10.612,5.349,820,4,0
15.683,7.339,22.715,1339,2,0
8.328,10.357,13.289,2647,5,0
7.384,6.22,30.99,1667,5,0
19.113,7.674,7.897,2559,6,0
10.27,7.39,19.02,2248,3,0
11.37,5.581,17.181,1004,2,0
6.428,9.318,17.959,1872,2,0
17.443,4.695,38.358,1323,1,0
15.542,7.876,13.412,1340,0,0
12.082,3.904,33.405,2409,1,0
8.641,7.745,12.921,1792,4,0
15.721,6.604,26.4,2297,6,0
6.138,7.148,5.939,2167,4,0
16.231,7.455,31.97,878,0,0
8.076,2.49,6.037,1435,0,0
14.132,5.13,23.848,1178,0,0
11.621,8.967,12.979,2432,0,0
12.255,6.53,48.897,2650,0,0
10.497,8.711,20.34,519,0,0
11.499,5.588,0.547,1543,2,0
8.464,8.021,28.463,126,0,0
7.269,7.094,4.54,2240,0,0
10.222,7.079,12.796,1217,3,0
9.176,6.242,20.85,2408,0,0
4.457,6.633,15.268,2353,3,0
3.134,8.013,15.569,1230,0,0
4.744,7.872,8.874,1792,1,0
13.018,5.69,35.521,1253,0,0
8.297,7.279,39.2,1230,2,0
1.506,8.557,19.812,1209,8,1
10.256,2.16,32.516,1811,0,0
9.49,4.461,32.954,2545,0,0
4.017,8.433,19.823,1291,0,0
8.492,7.441,14.975,1251,3,0
13.439,7.316,4.662,1258,5,0
4.836,6.077,3.105,860,0,1
12.08,8.326,53.337,2201,2,0
7.582,5.53,7.808,1483,1,0
18.501,12.135,15.001,1561,0,0
12.276,10.489,25.72,1157,2,0
7.253,3.243,17.077,1244,2,0
8.519,6.283,21.559,1093,4,0
15.452,7.527,12.104,1759,5,0
6.897,5.715,30.902,1127,1,0
14.454,6.111,20.647,745,1,0
5.165,8.271,41.292,869,0,0
6.761,7.516,21.303,1898,0,0
12.176,5.773,52.496,876,3,0
10.686,12.765,24.164,1054,7,0
13.409,4.628,23.997,1806,4,0
8.616,7.37,13.203,3118,1,0
3.673,9.102,19.767,2326,2,1
12.325,6.695,24.345,932,1,0
11.069,5.024,57.047,1437,0,0
2.28,5.746,52.281,1279,0,0
15.328,7.621,21.205,2042,2,0
11.544,9.27,15.972,2660,2,0
10.316,10.024,14.217,1614,3,0
16.261,9.55,50.475,2326,8,0
8.15,7.927,20.501,1530,6,0
10.793,5.516,37.426,2304,4,1
16.85,8.049,7.705,3090,3,0
7.917,9.375,15.906,2184,0,0
13.038,9.9,1.946,1580,0,0
14.292,6.882,17.248,1344,0,0
9.652,5.169,31.412,1767,1,0
5.415,6.888,51.947,3183,1,0
9.622,7.369,15.871,893,2,0
12.572,4.803,12.491,1283,0,0
12.824,4.926,38.545,961,0,0
12.103,10.139,19.494,567,2,0
15.405,9.313,8.118,1629,3,0
9.336,8.189,7.311,1373,0,0
12.271,6.979,31.554,1685,7,0
5.681,9.896,49.902,1863,1,0
13.705,8.648,3.518,1557,0,0
5.676,8.356,34.227,2652,3,0
6.526,5.679,20.427,1565,5,0
8.598,7.415,11.511,2464,0,0
11.342,8.065,4.327,1741,0,0
12.084,7.62,3.122,1541,3,0
12.589,7.804,17.195,1892,0,0
17.26,7.895,14.239,1098,0,0
12.219,4.837,23.553,467,6,0
14.571,7.425,25.047,3263,2,0
7.652,9.076,29.246,2365,0,0
4.0,8.833,50.607,854,8,0
14.103,8.148,0.406,2697,1,0
6.889,8.219,27.255,1474,0,0
14.122,7.608,43.016,973,2,0
4.999,5.525,25.18,2738,4,0
13.646,8.76,18.379,1184,1,0
7.908,11.861,24.395,311,5,0
11.921,7.114,5.028,1811,1,0
14.387,8.122,34.891,1823,6,0
5.124,8.153,17.938,364,1,0
13.8,9.475,3.9,755,9,1
9.352,11.315,1.103,520,4,1
9.006,6.084,26.665,2011,1,0
9.44,9.589,15.82,2505,1,0
12.503,7.228,15.274,1562,0,0
8.089,5.114,1.812,1274,1,0
9.128,10.171,25.567,2059,2,0
3.921,7.623,33.084,1287,0,0
10.861,7.038,31.953,1228,0,0
17.338,7.863,8.821,2521,0,0
11.753,6.962,49.02,531,0,0
13.256,6.324,8.657,1313,2,0
6.678,8.412,34.493,2402,1,0
13.792,7.841,11.112,693,3,0
15.179,7.725,9.119,2244,1,0
2.596,9.629,9.211,3232,0,1
9.362,5.586,25.832,1517,2,0
8.388,6.139,34.361,1074,1,0
14.598,5.302,0.187,1204,2,0
14.267,10.135,11.332,2557,0,0
10.501,6.802,44.039,1305,0,0
11.071,8.364,25.451,1587,7,0
5.293,9.91,7.806,1996,7,0
13.25,7.6,61.734,1962,2,0
6.255,7.913,12.809,1781,9,0
15.569,4.853,5.275,796,1,0
8.569,9.591,20.979,1216,0,0
19.072,7.633,21.756,1853,1,0
9.072,7.103,35.893,2999,0,0
10.242,6.875,32.515,1893,0,0
12.656,7.1,36.107,1377,0,0
17.722,8.883,29.045,1963,2,0
16.75,7.872,20.925,1795,0,0
8.565,9.029,2.588,2214,5,0
15.426,8.808,10.105,846,6,0
14.57,10.019,14.927,1536,0,0
13.011,9.352,7.842,3565,5,0
4.923,8.985,17.19,3151,0,0
5.951,3.963,35.661,1263,6,0
3.466,7.883,9.216,2912,3,0
17.131,6.407,25.729,1349,0,0
3.006,7.733,26.091,3063,1,0
4.118,7.972,8.119,3108,7,0
14.399,8.337,9.871,1849,2,0
10.978,6.575,16.469,1362,1,0
6.807,6.252,7.184,2903,1,0
16.559,8.259,21.971,1321,1,0
15.24,5.71,1.519,2580,2,0
8.075,7.809,30.41,2022,1,0
9.659,9.841,20.798,2611,1,0
10.083,6.617,8.249,263,8,0
17.378,6.371,27.67,1695,1,0
10.342,11.82,12.717,2396,2,0
7.678,8.501,9.775,3138,1,0
17.442,9.015,9.531,2111,5,0
6.022,8.4,7.521,2470,0,0
8.333,5.099,41.917,2758,0,0
7.748,3.708,10.972,1523,5,0
17.303,8.381,1.83,1284,0,0
14.234,8.205,17.365,989,5,0
11.803,5.098,8.992,1164,1,0
12.214,3.14,31.799,2322,1,0
14.773,8.931,16.898,1328,2,0
4.623,10.356,39.966,1109,1,0
17.407,6.101,22.713,1187,1,0
7.532,6.263,37.043,1317,4,0
8.088,8.374,3.452,1566,2,0
4.539,8.024,39.726,2924,0,1
5.294,11.167,6.535,2351,5,0
6.404,6.524,25.061,2072,0,0
13.545,10.095,14.841,3273,1,0
4.631,9.374,12.019,1549,0,0
10.331,6.179,10.979,839,0,0
8.122,12.851,6.848,1988,0,0
9.026,9.541,4.396,236,4,0
4.08,8.024,37.314,1678,1,1
11.603,1.992,10.079,1058,1,0
13.804,11.901,28.614,2098,2,0
16.948,6.714,33.699,1437,5,1
16.916,7.833,19.806,1893,3,0
11.173,9.591,14.52,798,0,0
2.151,10.557,7.343,1927,2,1
10.978,6.676,14.017,2545,0,0
14.553,10.379,27.483,3581,8,0
11.111,5.565,23.175,2393,0,0
4.057,6.439,2.251,1396,5,1
11.695,7.803,0.351,1458,1,0
16.509,8.123,38.64,1449,0,0
5.218,4.421,5.879,1327,4,0
11.717,8.161,4.786,279,0,0
14.689,6.365,26.327,935,2,0
13.384,4.93,17.814,953,7,0
17.804,10.248,15.741,436,2,0
14.043,9.336,20.474,1509,5,0
10.703,6.85,18.686,200,0,0
16.762,7.01,5.721,1435,0,0
18.915,9.661,41.466,521,1,0
10.564,10.028,33.422,3329,1,0
15.383,11.055,5.309,2975,7,1
9.692,9.384,22.879,1190,3,0
13.819,6.731,36.775,2165,6,0
14.918,7.666,31.369,1190,3,0
12.295,8.537,39.329,1473,5,0
16.387,9.453,19.205,1538,3,0
1.047,13.516,16.385,1378,2,1
14.579,5.71,17.417,843,3,0
7.377,8.149,1.076,1400,8,1
10.138,8.182,18.918,934,2,0
11.024,4.846,41.237,464,1,0
4.525,11.303,26.578,1882,1,1
13.256,8.432,17.702,1044,3,0
2.119,6.282,38.921,2597,0,0
4.29,9.152,5.386,1822,0,1
6.91,6.496,20.551,1093,0,0
0.935,10.188,36.072,995,0,1
14.573,4.631,3.199,1541,0,0
8.818,6.507,29.845,2308,1,0
13.76,5.396,20.507,2265,0,0
13.905,5.652,53.105,2483,3,0
9.136,8.224,7.558,597,4,0
13.118,6.919,28.024,1088,0,0
12.392,9.18,12.495,1450,0,0
9.874,4.721,7.462,958,8,1
13.602,6.839,39.837,1763,0,0
4.674,7.556,12.727,2594,0,0
11.723,12.592,11.031,2075,0,0
12.319,7.304,40.509,1782,1,0
9.388,3.835,27.403,1558,2,0
11.788,9.996,7.176,1778,0,0
11.282,8.288,33.432,1419,2,0
10.965,5.019,2.87,957,1,0
7.078,7.652,19.332,1194,4,0
9.994,6.253,25.67,510,5,0
4.148,10.375,34.057,2410,4,0
14.433,6.381,27.464,1682,2,0
11.266,8.427,12.512,1102,1,0
11.452,7.568,28.915,1091,1,0
14.034,7.031,40.233,770,2,0
13.539,7.687,18.01,564,6,0
13.543,7.192,30.072,1894,9,0
15.089,2.497,14.917,2753,0,0
12.398,7.159,12.67,498,2,0
8.498,5.453,16.332,1363,0,1
15.53,9.905,43.467,1018,0,1
17.167,8.187,22.169,1949,1,0
11.102,7.591,14.135,499,0,0
10.578,7.223,16.321,1029,0,0
5.894,7.411,46.085,2286,1,0
7.657,7.535,15.629,1374,3,0
10.253,6.191,14.315,3100,1,0
12.683,9.01,30.223,412,1,0
11.675,6.308,18.369,1062,7,0
12.98,9.674,22.972,2039,0,0
3.509,9.254,3.674,1010,0,1
14.01,7.109,11.822,2741,1,0
15.254,6.311,14.444,2931,5,0
13.938,7.427,11.369,2451,0,0
10.886,8.691,44.334,1916,3,0
9.37,7.343,8.048,372,0,0
17.889,4.985,28.825,1360,10,0
13.512,8.88,0.667,2453,2,0
13.582,5.872,19.113,2845,8,0
7.302,7.202,15.252,1483,0,0
9.304,7.095,29.678,1542,0,0
5.144,6.549,10.81,2637,0,0
9.633,5.901,20.713,2389,8,0
8.559,4.81,7.027,1528,9,1
17.849,7.668,18.889,1988,1,0
16.758,5.582,28.833,1835,2,0
5.736,8.273,14.534,382,0,0
9.264,8.38,39.118,1502,1,0
3.039,6.57,36.705,1331,1,0
9.839,5.744,23.005,1503,3,0
4.508,6.852,2.025,2912,2,0
11.678,7.433,21.849,1161,5,0
13.778,6.246,5.923,2017,2,0
4.482,7.137,9.134,1608,1,1
10.988,10.233,28.041,1144,3,0
9.526,6.515,8.033,2327,4,0
6.013,10.086,41.898,720,3,0
7.879,4.982,7.685,2290,2,0
2.104,9.724,4.539,1491,6,1
8.702,9.288,37.873,1451,1,0
6.641,7.401,22.262,534,2,0
10.032,9.57,2.389,1398,2,0
9.774,4.669,29.32,2133,1,0
8.147,5.543,23.443,381,1,0
15.589,3.832,17.491,1351,0,0
6.08,8.003,34.991,2673,6,0
11.335,8.76,1.579,1454,0,0
3.455,4.334,2.326,936,2,0
5.327,7.638,21.093,653,1,0
17.106,9.004,39.862,3136,1,0
14.709,7.734,36.383,1736,5,0
14.853,6.172,15.409,1204,3,0
6.85,7.402,34.51,2839,0,0
11.994,5.376,32.071,1079,0,0
16.69,3.008,7.098,692,0,0
2.632,9.372,14.83,708,2,0
11.923,8.615,39.426,1238,3,0
9.587,6.258,0.693,1114,1,0
13.309,4.245,25.503,3127,7,0
14.503,6.768,9.736,2146,1,0
4.671,8.339,5.402,1601,0,0
14.475,5.497,29.493,707,1,0
16.398,7.587,30.439,2362,2,0
6.218,5.21,22.288,1836,0,0
7.868,6.34,37.62,1269,1,0
11.839,5.78,12.266,597,2,0
19.615,7.709,33.485,2236,2,0
12.718,7.999,27.902,1610,1,0
10.603,9.149,7.932,2627,0,0
16.412,8.883,1.648,640,0,0
10.349,6.783,21.626,1317,2,0
16.513,8.437,9.551,2765,2,0
14.6,7.35,0.687,2257,9,0
8.572,7.926,16.76,1845,2,0
8.306,8.796,23.848,2001,0,0
12.314,8.003,5.84,1643,1,0
10.392,8.799,37.93,2341,1,0
9.134,7.722,19.261,1363,3,0
15.22,5.992,4.939,1552,1,0
10.617,8.341,34.235,1376,0,0
12.566,10.096,17.667,922,0,0
17.037,7.732,12.136,996,5,0
12.182,6.724,2.682,1167,4,0
14.13,3.684,50.529,2095,0,0
9.418,9.2,9.739,1444,3,0
12.398,6.521,44.228,1271,0,0
7.86,6.034,28.934,1373,0,0
15.404,3.931,10.657,1948,5,0
3.72,8.032,26.664,2220,0,0
14.739,8.167,12.712,1545,0,0
5.376,8.585,45.606,753,2,1
11.784,9.607,25.263,1861,5,0
3.952,5.567,28.765,1077,5,0
2.007,11.67,22.641,1364,2,1
8.546,9.018,14.338,1738,4,0
10.527,6.892,7.174,2956,0,0
13.26,7.849,29.262,2313,1,0
10.81,8.651,20.977,1291,2,0
14.765,9.024,5.148,2201,4,0
11.198,6.482,15.643,1431,3,0
12.913,12.611,15.119,1427,1,0
14.465,6.249,28.857,1378,0,0
12.393,6.13,36.628,2146,0,0
15.778,10.962,16.533,621,0,0
10.325,10.27,16.196,1826,0,0
14.77,6.236,44.537,2941,1,0
13.034,9.733,27.335,2887,5,0
16.293,4.405,1.028,1377,0,1
14.46,9.436,11.89,2335,1,0
9.523,3.207,11.413,1604,5,0
12.968,12.08,1.365,160,5,0
9.255,5.902,26.299,2245,1,0
13.414,4.764,3.075,1835,0,0
3.394,10.65,16.378,1813,5,0
8.225,7.695,36.291,711,2,0
2.69,6.655,32.728,1356,5,0
9.502,5.467,24.032,1366,1,0
14.853,9.246,11.751,1764,0,0
16.415,6.096,3.826,1293,0,0
5.662,6.986,9.862,1568,1,0
10.073,6.846,9.908,1451,0,0
5.758,9.746,30.596,2111,2,0
16.259,7.186,30.32,782,5,0
10.584,8.438,26.71,1553,2,0
3.793,7.986,25.558,1795,0,0
11.48,7.523,29.431,1082,0,0
8.835,7.665,24.158,1505,2,0
8.015,5.641,9.936,354,0,0
14.554,5.222,14.248,1817,1,0
8.981,11.138,17.833,1412,2,0
4.692,9.464,34.505,1100,0,0
10.211,9.955,3.604,1210,0,0
12.197,4.641,21.341,1542,3,0
5.28,10.333,0.573,1906,0,0
4.679,8.402,29.84,273,0,1
10.019,5.519,51.555,1439,3,0
8.922,8.488,14.035,2675,0,0
9.985,7.804,43.255,1187,0,0
9.471,8.961,28.045,732,6,0
12.023,6.674,26.198,1448,10,0
14.998,9.616,25.733,1025,1,0
7.523,7.098,32.739,824,2,0
14.168,7.119,2.117,2096,1,0
3.586,8.83,13.997,1346,0,0
13.822,9.178,23.778,1785,0,0
6.907,8.376,6.222,2979,2,0
9.193,7.762,8.454,1750,3,0
10.197,5.477,1.463,1231,1,0
12.391,8.31,38.982,2149,2,0
4.092,9.142,23.076,2793,4,0
4.885,3.439,19.45,1945,5,0
8.523,6.709,31.666,778,4,0
6.98,9.767,13.894,1788,2,0
14.476,7.897,10.12,1770,0,0
9.286,9.584,6.487,1526,1,0
11.983,7.808,6.764,689,0,0
9.867,8.112,35.176,2197,0,0
10.861,9.592,11.039,679,0,0
13.797,3.145,12.506,402,1,0
9.841,6.922,11.956,898,0,0
15.326,5.383,36.589,1726,6,0
2.176,8.538,9.914,1556,0,0
15.428,6.512,3.177,1165,1,0
2.524,7.157,49.117,1575,1,0
11.974,8.004,18.945,1923,1,0
10.554,8.272,25.217,2427,2,0
4.588,6.623,12.202,1307,2,0
11.932,4.188,9.952,3266,3,0
5.552,9.002,9.412,794,0,0
14.283,7.929,33.749,929,0,0
11.512,9.385,33.161,2567,5,0
13.708,6.01,24.835,2903,0,0
9.575,8.766,13.699,2356,1,0
14.831,9.109,34.652,1575,6,0
7.981,12.551,19.005,2702,0,0
7.632,9.891,27.289,2250,0,0
14.531,4.36,14.28,668,0,0
4.795,8.605,2.897,2078,0,1
15.63,7.611,16.554,2921,1,0
10.016,7.831,39.291,1773,0,0
12.06,6.53,24.162,1063,0,0
11.755,7.903,34.581,2158,3,0
15.511,6.427,25.329,1633,2,0
10.942,7.699,19.079,1015,3,0
13.983,5.93,10.673,567,0,0
9.963,5.979,20.285,3089,3,0
18.506,9.901,9.795,771,1,0
12.142,7.041,25.772,781,8,0
11.547,8.56,21.877,1056,0,0
11.984,8.5,21.959,1187,7,0
11.817,7.463,11.652,1872,1,0
17.866,12.413,1.757,1103,4,1
6.438,6.759,34.491,705,5,0
2.358,5.874,11.061,2211,2,0
9.315,14.684,34.088,2115,1,0
15.366,5.849,29.607,1188,6,0
10.522,4.105,17.699,795,0,0
11.795,9.67,13.605,1940,0,1
16.686,5.238,10.294,1537,2,0
15.758,9.39,26.815,2135,2,0
13.388,7.04,0.842,1724,3,0
9.133,5.286,7.782,1521,1,0
13.061,9.361,1.33,551,5,1
17.435,10.222,14.237,1937,4,0
13.305,7.783,44.816,1013,1,0
3.779,5.654,1.954,3061,4,1
11.751,7.923,36.192,1490,0,0
14.165,7.471,3.547,2591,3,0
19.058,8.243,11.935,2045,0,0
9.022,7.154,32.574,1126,1,0
6.259,6.639,7.099,1588,1,0
17.221,9.84,23.959,1120,0,0
15.843,5.586,33.22,945,0,0
11.412,9.281,41.759,2771,0,0
9.142,11.325,21.922,2924,1,0
10.164,7.521,2.846,1916,2,0
4.243,8.921,5.38,1110,0,0
10.22,9.017,53.325,1359,3,0
13.076,4.13,37.12,1136,1,0
5.155,4.93,16.545,379,0,0
4.712,7.782,15.293,1057,2,0
13.544,7.504,5.956,1596,0,0
11.974,5.352,37.277,633,3,0
14.147,7.154,11.46,1269,5,0
15.587,7.607,33.241,2052,0,0
7.762,9.002,3.6,1906,0,0
11.842,6.342,5.68,1457,1,0
18.158,8.393,20.693,910,1,0
12.376,8.896,43.466,306,2,0
10.707,5.209,14.988,3382,3,0
6.911,8.797,21.28,2340,3,0
4.793,8.905,5.17,3211,0,0
12.801,11.451,38.995,1004,2,0
10.305,8.761,8.551,1949,0,0
13.425,9.699,19.595,1846,4,0
17.27,10.112,0.914,1236,0,0
2.06,7.169,10.847,195,2,0
11.897,8.29,12.069,658,0,0
18.76,4.505,17.236,1787,6,0
7.798,7.638,9.858,3168,2,0
5.254,9.726,18.295,1894,1,0
11.049,6.335,15.99,2725,5,0
6.692,8.153,27.637,1867,0,0
11.638,5.47,27.41,2143,4,0
14.344,8.814,39.222,2614,0,0
10.339,6.283,15.259,1336,2,0
13.553,7.619,22.396,2851,0,0
6.361,7.528,47.943,2080,2,0
17.657,11.848,27.646,828,1,0
11.468,6.048,40.995,1602,0,0
10.979,8.423,33.975,3455,1,0
9.186,5.616,15.431,1773,1,0
9.779,4.465,14.82,2576,4,0
8.858,8.061,15.302,1941,3,0
14.644,6.899,6.446,1424,3,0
1.158,9.97,45.343,1815,0,1
10.624,9.245,20.624,2349,2,0
11.268,4.878,35.665,1479,1,0
7.406,7.678,37.472,1178,0,1
12.549,7.523,30.922,1278,1,0
3.161,5.279,2.898,1901,0,0
9.561,5.439,11.324,1386,0,0
8.736,11.717,14.98,2413,4,0
5.948,8.999,6.143,1143,0,1
18.038,7.548,12.439,963,6,0
18.625,8.767,3.275,1777,1,0
11.398,9.393,51.378,3082,0,0
4.147,7.825,26.243,1351,4,1
9.882,7.916,8.881,947,0,0
9.934,7.179,4.075,2574,0,0
19.768,9.746,11.333,1283,0,0
10.331,9.561,10.837,1286,2,1
2.628,9.25,8.687,968,4,0
6.591,7.702,35.372,2338,0,0
11.396,6.763,16.582,1111,1,0
7.023,3.645,20.83,641,0,0
12.75,8.359,8.396,3234,0,1
14.004,8.477,17.891,2963,5,0
6.328,9.757,13.799,1241,1,0
7.812,8.59,4.202,913,0,0
11.207,11.042,40.872,829,0,0
7.378,5.723,17.402,3252,0,0
17.597,7.404,9.882,1867,0,0
12.656,6.648,29.048,1348,0,0
10.212,6.216,55.996,3282,1,0
14.748,9.345,19.879,790,4,0
3.973,8.85,29.99,963,0,0
7.034,5.337,11.053,1125,0,0
13.422,5.961,13.529,2413,6,0
4.347,7.598,8.272,2503,2,0
8.814,10.497,12.592,2912,0,0
7.999,9.745,56.483,1453,2,0
14.188,5.555,22.889,830,1,0
7.956,6.482,14.846,2780,5,0
3.241,12.02,29.898,1812,1,0
13.777,2.279,19.348,3286,0,0
7.347,7.874,8.419,1174,0,0
5.896,5.391,38.149,1524,0,0
13.488,4.586,37.161,2200,7,0
10.454,8.32,6.508,1147,2,0
10.734,7.537,40.827,1283,4,0
13.003,7.404,41.731,1868,2,0
12.051,7.402,24.002,1307,2,0
13.951,4.578,36.975,1835,3,0
10.558,5.281,44.329,2713,0,0
17.162,7.835,6.964,924,0,0
13.431,7.649,38.679,339,1,0
10.147,8.263,13.59,1435,6,0
13.396,9.428,35.892,1549,5,0
9.637,8.216,17.548,2354,0,0
13.126,7.834,50.879,1649,0,0
15.032,7.212,9.228,642,5,0
4.727,6.111,19.708,401,0,0
7.08,4.337,26.846,1933,2,0
13.176,6.135,15.365,2814,0,1
8.119,7.275,33.129,3221,0,0
7.6,9.593,15.19,647,0,0
